date,price,qty
2021-08-24,332.5,0
2021-08-25,332.5,0
2021-08-26,332.5,0
2021-08-27,332.5,0
2021-08-28,332.5,0
2021-08-29,332.5,0
2021-08-30,332.5,0
2021-08-31,332.5,0
2021-09-01,332.5,2
2021-09-02,295.0,0
2021-09-03,295.0,2
2021-09-04,332.5,0
2021-09-05,332.5,0
2021-09-06,332.5,2
2021-09-07,295.0,0
2021-09-08,295.0,1
2021-09-09,270.0,0
2021-09-10,270.0,0
2021-09-11,270.0,0
2021-09-12,270.0,0
2021-09-13,270.0,2
2021-09-14,236.666667,3
2021-09-15,236.666667,3
2021-09-16,172.25,8
2021-09-17,170.0,0
2021-09-18,170.0,3
2021-09-19,211.666667,0
2021-09-20,211.666667,3
2021-09-21,170.0,1
2021-09-22,211.666667,3
2021-09-23,220.0,0
2021-09-24,220.0,4
2021-09-25,182.5,0
2021-09-26,182.5,0
2021-09-27,182.5,11
2021-09-28,170.0,0
2021-09-29,170.0,5
2021-09-30,170.0,0
2021-10-01,170.0,0
2021-10-02,170.0,0
2021-10-03,170.0,0
2021-10-04,170.0,2
2021-10-05,170.0,0
2021-10-06,170.0,3
2021-10-07,170.0,4
2021-10-08,170.0,3
2021-10-09,170.0,2
2021-10-10,170.0,0
2021-10-11,170.0,5
2021-10-12,170.0,4
2021-10-13,170.0,2
2021-10-14,170.0,9
2021-10-15,170.0,0
2021-10-16,170.0,6
2021-10-17,170.0,0
2021-10-18,170.0,16
2021-10-19,170.0,7
2021-10-20,170.0,8
2021-10-21,170.0,7
2021-10-22,170.0,6
2021-10-23,170.0,5
2021-10-24,170.0,0
2021-10-25,170.0,11
2021-10-26,170.0,5
2021-10-27,170.0,3
2021-10-28,170.0,4
2021-10-29,170.0,7
2021-10-30,170.0,3
2021-10-31,170.0,0
2021-11-01,170.0,13
2021-11-02,170.0,1
2021-11-03,170.0,2
2021-11-04,170.0,2
2021-11-05,170.0,2
2021-11-06,170.0,4
2021-11-07,170.0,0
2021-11-08,170.0,23
2021-11-09,170.0,3
2021-11-10,170.0,4
2021-11-11,170.0,4
2021-11-12,170.0,5
2021-11-13,170.0,4
2021-11-14,170.0,0
2021-11-15,170.0,5
2021-11-16,170.0,1
2021-11-17,170.0,0
2021-11-18,170.0,2
2021-11-19,170.0,4
2021-11-20,170.0,3
2021-11-21,170.0,0
2021-11-22,170.0,2
2021-11-23,170.0,3
2021-11-24,170.0,2
2021-11-25,170.0,3
2021-11-26,170.0,1
2021-11-27,170.0,2
2021-11-28,170.0,0
2021-11-29,170.0,7
2021-11-30,170.0,0
2021-12-01,170.0,0
2021-12-02,170.0,3
2021-12-03,170.0,1
2021-12-04,170.0,2
2021-12-05,170.0,0
2021-12-06,170.0,2
2021-12-07,170.0,5
2021-12-08,170.0,2
2021-12-09,170.0,0
2021-12-10,170.0,3
2021-12-11,170.0,4
2021-12-12,170.0,0
2021-12-13,170.0,11
2021-12-14,170.0,10
2021-12-15,153.0,6
2021-12-16,170.0,8
2021-12-17,170.0,6
2021-12-18,170.0,4
2021-12-19,170.0,5
2021-12-20,170.0,6
2021-12-21,170.0,3
2021-12-22,170.0,10
2021-12-23,170.0,3
2021-12-24,170.0,1
2021-12-25,170.0,5
2021-12-26,170.0,4
2021-12-27,170.0,17
2021-12-28,170.0,12
2021-12-29,170.0,10
2021-12-30,170.0,4
2021-12-31,170.0,3
2022-01-01,170.0,0
2022-01-02,170.0,0
2022-01-03,170.0,19
2022-01-04,170.0,13
2022-01-05,170.0,16
2022-01-06,170.0,9
2022-01-07,170.0,0
2022-01-08,170.0,5
2022-01-09,170.0,0
2022-01-10,170.0,8
2022-01-11,170.0,7
2022-01-12,170.0,6
2022-01-13,170.0,1
2022-01-14,170.0,4
2022-01-15,170.0,0
2022-01-16,170.0,0
2022-01-17,170.0,12
2022-01-18,170.0,6
2022-01-19,170.0,1
2022-01-20,170.0,5
2022-01-21,170.0,3
2022-01-22,170.0,0
2022-01-23,170.0,0
2022-01-24,170.0,5
2022-01-25,170.0,3
2022-01-26,170.0,0
2022-01-27,170.0,6
2022-01-28,170.0,1
2022-01-29,170.0,2
2022-01-30,170.0,0
2022-01-31,170.0,4
2022-02-01,170.0,2
2022-02-02,170.0,4
2022-02-03,170.0,1
2022-02-04,170.0,2
2022-02-05,170.0,2
2022-02-06,170.0,3
2022-02-07,170.0,4
2022-02-08,170.0,1
2022-02-09,170.0,3
2022-02-10,170.0,5
2022-02-11,170.0,2
2022-02-12,170.0,1
2022-02-13,170.0,0
2022-02-14,170.0,7
2022-02-15,170.0,2
2022-02-16,170.0,2
2022-02-17,170.0,3
2022-02-18,170.0,2
2022-02-19,170.0,1
2022-02-20,170.0,0
2022-02-21,170.0,7
2022-02-22,170.0,1
2022-02-23,170.0,3
2022-02-24,170.0,0
2022-02-25,170.0,0
2022-02-26,170.0,0
2022-02-27,170.0,0
2022-02-28,170.0,0
2022-03-01,170.0,0
2022-03-02,170.0,0
2022-03-03,170.0,0
2022-03-04,170.0,0
2022-03-05,170.0,0
2022-03-06,170.0,0
2022-03-07,170.0,0
2022-03-08,170.0,0
2022-03-09,170.0,0
2022-03-10,170.0,0
2022-03-11,170.0,0
2022-03-12,170.0,0
2022-03-13,170.0,0
2022-03-14,170.0,0
2022-03-15,170.0,0
2022-03-16,170.0,0
2022-03-17,170.0,0
2022-03-18,170.0,0
2022-03-19,170.0,0
2022-03-20,170.0,0
2022-03-21,170.0,0
2022-03-22,170.0,0
2022-03-23,170.0,0
2022-03-24,170.0,0
2022-03-25,170.0,0
2022-03-26,170.0,0
2022-03-27,170.0,0
2022-03-28,170.0,0
2022-03-29,170.0,0
2022-03-30,170.0,0
2022-03-31,170.0,0
2022-04-01,170.0,0
2022-04-02,170.0,0
2022-04-03,170.0,0
2022-04-04,170.0,0
2022-04-05,170.0,0
2022-04-06,170.0,0
2022-04-07,170.0,0
2022-04-08,170.0,0
2022-04-09,170.0,0
2022-04-10,170.0,0
2022-04-11,170.0,0
2022-04-12,170.0,0
2022-04-13,170.0,0
2022-04-14,170.0,0
2022-04-15,170.0,0
2022-04-16,170.0,0
2022-04-17,170.0,0
2022-04-18,170.0,0
2022-04-19,170.0,0
2022-04-20,170.0,0
2022-04-21,170.0,0
2022-04-22,170.0,0
2022-04-23,170.0,0
2022-04-24,170.0,0
2022-04-25,170.0,0
2022-04-26,170.0,0
2022-04-27,170.0,0
2022-04-28,170.0,1
2022-04-29,170.0,0
2022-04-30,170.0,0
2022-05-01,170.0,0
2022-05-02,170.0,0
2022-05-03,170.0,0
2022-05-04,170.0,0
2022-05-05,170.0,1
2022-05-06,212.5,0
2022-05-07,212.5,0
2022-05-08,212.5,0
2022-05-09,212.5,0
2022-05-10,212.5,2
2022-05-11,163.333333,0
2022-05-12,163.333333,12
2022-05-13,170.0,0
2022-05-14,170.0,0
2022-05-15,170.0,0
2022-05-16,170.0,4
2022-05-17,170.0,0
2022-05-18,170.0,0
2022-05-19,170.0,1
2022-05-20,170.0,0
2022-05-21,170.0,0
2022-05-22,170.0,0
2022-05-23,170.0,0
2022-05-24,170.0,0
2022-05-25,170.0,0
2022-05-26,170.0,1
2022-05-27,170.0,0
2022-05-28,170.0,0
2022-05-29,170.0,0
2022-05-30,170.0,19
2022-05-31,170.0,0
2022-06-01,170.0,0
2022-06-02,170.0,15
2022-06-03,170.0,0
2022-06-04,170.0,0
2022-06-05,170.0,0
2022-06-06,170.0,24
2022-06-07,170.0,0
2022-06-08,170.0,5
2022-06-09,181.6,5
2022-06-10,220.0,0
2022-06-11,220.0,0
2022-06-12,220.0,0
2022-06-13,220.0,4
2022-06-14,170.0,1
2022-06-15,220.0,0
2022-06-16,220.0,2
2022-06-17,220.0,2
2022-06-18,220.0,3
2022-06-19,220.0,3
2022-06-20,220.0,2
2022-06-21,220.0,1
2022-06-22,220.0,2
2022-06-23,220.0,3
2022-06-24,220.0,2
2022-06-25,220.0,2
2022-06-26,220.0,0
2022-06-27,220.0,2
2022-06-28,220.0,0
2022-06-29,220.0,1
2022-06-30,220.0,2
2022-07-01,220.0,0
2022-07-02,220.0,0
2022-07-03,220.0,0
2022-07-04,220.0,5
2022-07-05,220.0,1
2022-07-06,220.0,0
2022-07-07,220.0,1
2022-07-08,220.0,6
2022-07-09,220.0,1
2022-07-10,220.0,0
2022-07-11,220.0,3
2022-07-12,220.0,1
2022-07-13,220.0,0
2022-07-14,220.0,0
2022-07-15,220.0,1
2022-07-16,220.0,0
2022-07-17,220.0,1
2022-07-18,220.0,1
2022-07-19,220.0,5
2022-07-20,220.0,2
2022-07-21,220.0,2
2022-07-22,220.0,0
2022-07-23,220.0,3
2022-07-24,220.0,0
2022-07-25,220.0,6
2022-07-26,220.0,4
2022-07-27,220.0,3
2022-07-28,220.0,3
2022-07-29,220.0,5
2022-07-30,220.0,8
2022-07-31,220.0,3
2022-08-01,220.0,60
2022-08-02,220.0,6
2022-08-03,220.0,9
2022-08-04,220.0,3
2022-08-05,220.0,7
2022-08-06,220.0,4
2022-08-07,220.0,6
2022-08-08,220.0,8
2022-08-09,220.0,6
2022-08-10,220.0,3
2022-08-11,220.0,12
2022-08-12,220.0,1
2022-08-13,220.0,4
2022-08-14,220.0,4
2022-08-15,220.0,9
2022-08-16,220.0,2
2022-08-17,220.0,5
2022-08-18,220.0,6
2022-08-19,220.0,5
2022-08-20,220.0,4
2022-08-21,220.0,1
2022-08-22,220.0,6
2022-08-23,220.0,6
2022-08-24,220.0,4
2022-08-25,220.0,3
2022-08-26,220.0,2
2022-08-27,220.0,6
2022-08-28,220.0,4
2022-08-29,220.0,8
2022-08-30,220.0,6
2022-08-31,220.0,3
2022-09-01,220.0,4
2022-09-02,220.0,9
2022-09-03,220.0,10
2022-09-04,220.0,6
2022-09-05,220.0,7
2022-09-06,220.0,6
2022-09-07,220.0,4
2022-09-08,220.0,3
2022-09-09,220.0,9
2022-09-10,220.0,8
2022-09-11,220.0,4
2022-09-12,220.0,7
2022-09-13,220.0,5
2022-09-14,220.0,6
2022-09-15,220.0,4
2022-09-16,220.0,1
2022-09-17,220.0,1
2022-09-18,220.0,8
2022-09-19,220.0,7
2022-09-20,220.0,8
2022-09-21,220.0,5
2022-09-22,220.0,6
2022-09-23,220.0,4
2022-09-24,220.0,3
2022-09-25,220.0,1
2022-09-26,220.0,1
2022-09-27,220.0,2
2022-09-28,220.0,1
2022-09-29,220.0,3
2022-09-30,220.0,2
2022-10-01,220.0,1
2022-10-02,220.0,2
2022-10-03,200.0,8
2022-10-04,220.0,4
2022-10-05,220.0,0
2022-10-06,220.0,6
2022-10-07,220.0,0
2022-10-08,220.0,1
2022-10-09,220.0,3
2022-10-10,220.0,1
2022-10-11,220.0,1
2022-10-12,220.0,2
2022-10-13,220.0,3
2022-10-14,220.0,1
2022-10-15,220.0,4
2022-10-16,220.0,1
2022-10-17,220.0,4
2022-10-18,220.0,4
2022-10-19,220.0,1
2022-10-20,220.0,1
2022-10-21,220.0,3
2022-10-22,220.0,0
2022-10-23,220.0,0
2022-10-24,220.0,1
2022-10-25,220.0,1
2022-10-26,220.0,2
2022-10-27,220.0,1
2022-10-28,295.0,0
2022-10-29,295.0,1
2022-10-30,295.0,0
2022-10-31,295.0,1
2022-11-01,295.0,0
2022-11-02,295.0,0
2022-11-03,295.0,1
2022-11-04,295.0,0
2022-11-05,295.0,0
2022-11-06,295.0,1
2022-11-07,295.0,0
2022-11-08,295.0,1
2022-11-09,295.0,0
2022-11-10,295.0,0
2022-11-11,295.0,1
2022-11-12,295.0,0
2022-11-13,295.0,0
2022-11-14,295.0,0
2022-11-15,295.0,0
2022-11-16,295.0,0
2022-11-17,295.0,0
2022-11-18,295.0,0
2022-11-19,295.0,0
2022-11-20,295.0,0
2022-11-21,295.0,0
2022-11-22,295.0,0
2022-11-23,295.0,0
2022-11-24,295.0,0
2022-11-25,295.0,0
2022-11-26,295.0,0
2022-11-27,295.0,0
2022-11-28,295.0,0
2022-11-29,295.0,0
2022-11-30,295.0,0
2022-12-01,295.0,0
2022-12-02,295.0,0
2022-12-03,295.0,0
2022-12-04,295.0,0
2022-12-05,295.0,0
2022-12-06,295.0,0
2022-12-07,295.0,0
2022-12-08,295.0,1
2022-12-09,220.0,0
2022-12-10,220.0,0
2022-12-11,220.0,0
2022-12-12,220.0,0
2022-12-13,220.0,0
2022-12-14,220.0,0
2022-12-15,220.0,0
2022-12-16,220.0,0
2022-12-17,220.0,0
2022-12-18,220.0,0
2022-12-19,220.0,0
2022-12-20,220.0,5
2022-12-21,220.0,7
2022-12-22,220.0,7
2022-12-23,220.0,5
2022-12-24,220.0,2
2022-12-25,220.0,0
2022-12-26,220.0,14
2022-12-27,220.0,5
2022-12-28,220.0,10
2022-12-29,220.0,7
2022-12-30,220.0,11
2022-12-31,220.0,5
2023-01-01,237.5,0
2023-01-02,237.5,0
2023-01-03,237.5,13
2023-01-04,360.0,2
2023-01-05,360.0,1
2023-01-06,360.0,0
2023-01-07,360.0,1
2023-01-08,260.0,0
2023-01-09,260.0,0
2023-01-10,260.0,0
2023-01-11,260.0,1
2023-01-12,260.0,5
2023-01-13,260.0,2
2023-01-14,260.0,2
2023-01-15,260.0,0
2023-01-16,260.0,7
2023-01-17,260.0,2
2023-01-18,260.0,5
2023-01-19,260.0,2
2023-01-20,260.0,0
2023-01-21,260.0,2
2023-01-22,260.0,2
2023-01-23,260.0,0
2023-01-24,260.0,2
2023-01-25,260.0,0
2023-01-26,260.0,0
2023-01-27,260.0,0
2023-01-28,260.0,1
2023-01-29,260.0,2
2023-01-30,260.0,3
2023-01-31,205.0,0
2023-02-01,205.0,0
2023-02-02,205.0,6
2023-02-03,260.0,1
2023-02-04,260.0,1
2023-02-05,220.0,0
2023-02-06,220.0,5
2023-02-07,220.0,5
2023-02-08,220.0,9
2023-02-09,220.0,9
2023-02-10,220.0,5
2023-02-11,220.0,12
2023-02-12,220.0,2
2023-02-13,220.0,12
2023-02-14,220.0,5
2023-02-15,220.0,11
2023-02-16,220.0,8
2023-02-17,220.0,5
2023-02-18,220.0,15
2023-02-19,220.0,9
2023-02-20,220.0,12
2023-02-21,220.0,4
2023-02-22,220.0,4
2023-02-23,220.0,6
2023-02-24,230.0,10
2023-02-25,225.0,2
2023-02-26,230.0,2
2023-02-27,230.0,8
2023-02-28,230.0,2
2023-03-01,230.0,3
2023-03-02,230.0,5
2023-03-03,230.0,10
2023-03-04,230.0,10
2023-03-05,230.0,4
2023-03-06,230.0,11
2023-03-07,230.0,5
2023-03-08,230.0,9
2023-03-09,230.0,8
2023-03-10,230.0,7
2023-03-11,230.0,1
2023-03-12,230.0,1
2023-03-13,230.0,1
2023-03-14,230.0,0
2023-03-15,230.0,5
2023-03-16,230.0,12
2023-03-17,230.0,7
2023-03-18,230.0,4
2023-03-19,230.0,2
2023-03-20,230.0,3
2023-03-21,230.0,8
2023-03-22,230.0,5
2023-03-23,230.0,10
2023-03-24,230.0,5
2023-03-25,230.0,2
2023-03-26,230.0,4
2023-03-27,230.0,7
2023-03-28,230.0,9
2023-03-29,230.0,2
2023-03-30,230.0,5
2023-03-31,230.0,5
2023-04-01,230.0,3
2023-04-02,230.0,11
2023-04-03,230.0,8
2023-04-04,230.0,7
2023-04-05,230.0,6
2023-04-06,230.0,9
2023-04-07,230.0,5
2023-04-08,230.0,2
2023-04-09,230.0,4
2023-04-10,230.0,2
2023-04-11,230.0,5
2023-04-12,230.0,6
2023-04-13,230.0,3
2023-04-14,230.0,6
2023-04-15,230.0,3
2023-04-16,230.0,5
2023-04-17,230.0,7
2023-04-18,230.0,7
2023-04-19,230.0,10
2023-04-20,250.909091,11
2023-04-21,230.0,4
2023-04-22,230.0,4
2023-04-23,230.0,5
2023-04-24,230.0,5
2023-04-25,212.0,0
2023-04-26,212.0,0
2023-04-27,212.0,0
2023-04-28,212.0,0
2023-04-29,212.0,0
2023-04-30,212.0,0
2023-05-01,212.0,0
2023-05-02,212.0,1
2023-05-03,212.0,5
2023-05-04,212.0,4
2023-05-05,212.0,2
2023-05-06,230.0,1
2023-05-07,212.0,6
2023-05-08,210.0,2
2023-05-09,210.0,0
2023-05-10,210.0,0
2023-05-11,210.0,0
2023-05-12,210.0,2
2023-05-13,210.0,3
2023-05-14,210.0,1
2023-05-15,210.0,1
2023-05-16,210.0,2
2023-05-17,210.0,1
2023-05-18,210.0,0
2023-05-19,210.0,0
2023-05-20,210.0,0
2023-05-21,210.0,3
2023-05-22,210.0,0
2023-05-23,210.0,5
2023-05-24,210.0,4
2023-05-25,210.0,2
2023-05-26,210.0,6
2023-05-27,210.0,1
2023-05-28,210.4,5
2023-05-29,211.5,8
2023-05-30,212.0,5
2023-05-31,212.0,6
2023-06-01,212.0,2
2023-06-02,212.0,2
2023-06-03,212.0,5
2023-06-04,212.0,3
2023-06-05,213.0,1
2023-06-06,213.0,5
2023-06-07,213.0,3
2023-06-08,213.0,2
2023-06-09,213.0,1
2023-06-10,213.0,2
2023-06-11,213.0,5
2023-06-12,213.0,0
2023-06-13,213.0,2
2023-06-14,213.0,2
2023-06-15,213.0,2
2023-06-16,213.0,2
2023-06-17,213.0,1
2023-06-18,234.0,2
2023-06-19,219.0,2
2023-06-20,217.0,3
2023-06-21,219.0,0
2023-06-22,219.0,2
2023-06-23,219.0,1
2023-06-24,212.0,0
2023-06-25,212.0,0
2023-06-26,212.0,2
2023-06-27,205.0,3
2023-06-28,205.0,1
2023-06-29,205.0,2
2023-06-30,205.0,5
2023-07-01,205.0,0
2023-07-02,205.0,1
2023-07-03,219.0,0
2023-07-04,219.0,0
2023-07-05,219.0,0
2023-07-06,219.0,0
2023-07-07,219.0,1
2023-07-08,219.0,0
2023-07-09,219.0,1
2023-07-10,219.0,5
2023-07-11,219.0,1
2023-07-12,219.0,1
2023-07-13,219.0,2
2023-07-14,219.0,0
2023-07-15,219.0,2
2023-07-16,219.0,2
2023-07-17,217.333333,4
2023-07-18,214.0,4
2023-07-19,214.0,2
2023-07-20,214.0,1
2023-07-21,214.0,1
2023-07-22,214.0,0
2023-07-23,214.0,3
2023-07-24,214.0,7
2023-07-25,214.0,1
2023-07-26,214.0,5
2023-07-27,214.0,2
2023-07-28,214.0,2
2023-07-29,197.0,0
2023-07-30,197.0,0
2023-07-31,197.0,0
2023-08-01,197.0,0
2023-08-02,197.0,0
2023-08-03,197.0,0
2023-08-04,197.0,2
2023-08-05,234.0,0
2023-08-06,234.0,0
2023-08-07,234.0,1
2023-08-08,234.0,0
2023-08-09,234.0,0
2023-08-10,234.0,1
2023-08-11,234.0,1
2023-08-12,234.0,2
2023-08-13,234.0,0
2023-08-14,234.0,1
2023-08-15,239.0,2
2023-08-16,244.0,1
2023-08-17,244.0,2
2023-08-18,244.0,1
2023-08-19,244.0,1
2023-08-20,244.0,0
2023-08-21,244.0,2
2023-08-22,244.0,1
2023-08-23,244.0,1
2023-08-24,244.0,2
2023-08-25,244.0,0
2023-08-26,244.0,1
2023-08-27,244.0,1
2023-08-28,244.0,0
2023-08-29,244.0,0
2023-08-30,244.0,0
2023-08-31,244.0,1
2023-09-01,244.0,0
2023-09-02,244.0,0
2023-09-03,244.0,1
2023-09-04,244.0,0
2023-09-05,244.0,1
2023-09-06,244.0,0
2023-09-07,244.0,0
2023-09-08,244.0,1
2023-09-09,244.0,0
2023-09-10,244.0,0
2023-09-11,244.0,0
2023-09-12,244.0,0
2023-09-13,244.0,0
2023-09-14,244.0,1
2023-09-15,244.0,0
2023-09-16,244.0,0
2023-09-17,244.0,0
2023-09-18,244.0,1
2023-09-19,195.0,0
2023-09-20,195.0,0
2023-09-21,195.0,0
2023-09-22,195.0,1
2023-09-23,195.0,1
2023-09-24,195.0,0
2023-09-25,195.0,0
2023-09-26,195.0,4
2023-09-27,195.0,1
2023-09-28,195.0,2
2023-09-29,195.0,0
2023-09-30,195.0,4
2023-10-01,195.0,3
2023-10-02,195.0,4
2023-10-03,195.0,4
2023-10-04,195.0,4
2023-10-05,195.0,3
2023-10-06,195.0,2
2023-10-07,195.0,3
2023-10-08,195.0,1
